p1,c1,d1,p2,c2,d2,p0,a,d0,s,r,f,x1,x2,x3,x4
0.2002,4.499,3.8422,0.0987,34.0689,6.5689,0.1916,2.127,1.3284,67.5917,25.1801,10.8799,0,0,1,1
0.1253,4.9215,4.1102,0.23,10.0402,1.5334,0.2281,6.6201,4.9081,116.6391,37.7206,2.2166,0,0,1,1
0.0204,12.3707,6.6819,0.3303,37.561,7.2706,0.3224,2.7382,2.4762,118.8313,23.7073,14.7629,0,0,1,1
0.343,4.4535,7.2514,0.2382,32.4136,4.6547,0.0284,8.952,7.1813,47.8351,5.5848,35.9893,1,1,0,1
0.1711,14.9929,5.5194,0.2793,38.2013,4.8873,0.0395,7.2684,2.315,79.2746,45.3246,35.0798,0,0,1,1
0.0325,10.9849,1.9476,0.3273,35.9262,5.202,0.2607,4.4564,0.934,37.7091,31.4537,7.7504,0,0,1,1
0.2699,7.8295,6.6096,0.0332,22.787,2.7762,0.3479,11.7207,4.4665,114.3408,44.5518,13.1701,0,0,1,1
0.0449,4.1131,4.8565,0.1707,24.8406,9.5024,0.1512,7.6581,1.4018,119.6088,29.0749,34.0382,0,0,1,0
0.2973,1.0887,6.3492,0.2713,33.1255,1.7463,0.3259,4.3558,7.9522,71.1623,33.06,7.1043,0,0,1,1
0.201,4.4529,0.8633,0.0223,36.439,7.1185,0.0619,12.6381,2.517,77.5272,14.9387,16.5932,1,0,0,1
0.2679,3.1271,3.3207,0.2989,10.6676,3.7065,0.1892,2.9266,6.9888,109.5388,39.6794,35.9759,1,1,1,0
0.2399,6.0516,7.4058,0.2177,6.5418,1.0754,0.1131,12.4383,1.7415,80.019,35.7351,21.0322,0,1,1,0
0.2638,11.5265,1.9875,0.3478,17.1917,0.4485,0.1526,6.4565,3.3039,33.3524,45.6175,14.2233,1,1,1,1
0.0639,12.5385,9.401,0.186,20.1718,5.5041,0.1206,11.3846,2.0447,77.077,18.9313,6.0913,0,0,1,1
0.1156,4.2474,6.6423,0.3087,26.1586,2.921,0.2246,10.4693,0.5874,104.6932,38.4075,5.9424,0,0,1,1
0.2853,5.2975,1.3574,0.33,15.0528,1.0933,0.2812,7.8327,0.7648,111.8193,16.5093,4.4931,1,0,1,1
0.0421,1.4289,7.2145,0.0383,9.2382,5.7356,0.1568,6.3372,7.2724,46.557,30.1171,16.4966,0,0,0,0
0.0262,5.8112,9.3221,0.0959,19.1374,7.2552,0.068,11.3925,2.2669,36.2441,45.6722,35.1577,0,0,1,0
0.1661,11.7426,7.541,0.0288,36.2077,4.8355,0.2943,6.2684,7.3425,91.6886,27.2941,34.0582,0,0,1,1
0.198,14.6216,1.8373,0.1249,32.9237,7.2474,0.0765,10.9304,1.2082,88.3916,29.5026,27.8529,1,0,1,1
0.2272,8.4264,3.7401,0.1223,34.2825,6.0211,0.2884,6.5128,6.0294,30.1083,15.7591,30.2368,1,0,0,1
0.3225,8.4442,8.3943,0.1387,35.5404,7.3957,0.0287,12.4939,6.2535,51.0314,33.326,35.3643,1,1,0,1
0.1558,3.4803,9.477,0.1717,17.349,2.8459,0.3169,6.968,6.5755,58.1182,9.6609,33.8171,0,1,0,0
0.3189,7.2709,5.2318,0.2445,12.4379,3.1415,0.1417,7.6096,2.7947,50.6825,17.6037,41.2723,1,1,0,0
0.2648,1.9235,4.7577,0.2191,7.2221,4.0244,0.2551,8.221,2.9845,32.2248,36.4153,17.4401,1,1,1,0
0.0596,5.4562,6.8225,0.3218,11.4518,7.4323,0.0602,10.0248,7.8486,34.392,11.1212,22.8086,0,1,0,0
0.2756,14.3733,7.2886,0.0667,33.3225,3.5548,0.3242,14.0661,7.3099,76.4074,7.4855,18.581,0,0,0,1
0.1235,10.5588,7.7822,0.1041,10.2907,8.0981,0.3208,13.2348,4.8751,93.0056,26.7139,16.4297,0,0,1,1
0.1452,9.824,1.4592,0.148,17.2359,4.6925,0.3126,14.164,5.8611,92.1903,31.4999,10.6281,1,0,1,1
0.2742,6.4905,4.6346,0.272,10.1768,6.5934,0.1348,7.7393,3.2446,75.3136,45.8855,33.694,1,1,1,0
0.3073,2.1321,9.4093,0.077,11.3559,9.2086,0.037,8.3123,5.8167,33.7933,41.0144,14.5041,0,0,1,0
0.262,8.6857,7.0378,0.1318,7.2308,1.5073,0.141,3.5625,4.7555,73.5377,29.8685,4.2709,0,0,1,1
0.3213,1.6113,1.2688,0.0706,28.2692,0.4237,0.3221,14.2769,5.5482,51.1305,45.2172,16.9887,1,1,1,1
0.0978,13.6039,2.6779,0.1618,7.8309,3.786,0.1305,13.951,6.29,115.1499,3.9353,8.4336,0,0,0,1
0.1551,5.8953,7.4175,0.276,36.3397,3.8303,0.0251,12.0997,3.8468,77.1468,37.0217,29.2941,1,1,0,1
0.1354,4.4219,2.5691,0.2113,17.0871,1.9787,0.0537,10.8198,6.5494,93.4912,35.3898,39.9461,1,1,0,0
0.028,1.4912,6.6996,0.2083,25.6729,5.3766,0.0356,14.9595,2.7491,116.3658,11.4806,22.3889,0,0,1,1
0.2205,12.5779,7.9406,0.1937,14.137,7.7307,0.2805,3.6458,5.1108,43.5867,48.0173,4.7878,0,0,1,1
0.0293,10.5467,3.9,0.1275,29.3508,3.0716,0.2284,13.5329,2.5432,100.4302,9.7847,15.5786,0,0,1,1
0.1861,5.935,6.569,0.2039,19.8816,9.718,0.2321,14.1115,5.6719,56.7058,34.4527,9.0978,0,0,1,1
0.2436,12.2849,1.9679,0.2152,5.0615,7.8979,0.0264,12.2959,1.1858,112.7585,27.0562,21.6383,1,0,1,0
0.0509,10.0933,5.1428,0.2307,27.8357,5.1984,0.2099,8.4209,4.1979,45.1266,12.4018,15.8398,0,0,1,1
0.2042,7.8575,8.228,0.214,36.1114,1.0042,0.0901,6.0082,6.1514,83.2034,29.201,41.572,1,1,0,1
0.0665,4.7188,4.6462,0.1971,17.3944,9.2939,0.336,6.3037,6.1043,74.8712,39.9209,31.1117,0,0,1,0
0.259,8.4501,8.7718,0.2122,11.711,2.9931,0.1865,14.6976,4.9294,30.941,28.9579,11.2324,0,1,1,1
0.2404,11.9071,4.8402,0.2983,38.6154,5.2038,0.2278,2.8188,6.9365,68.1451,6.7944,32.2949,1,0,0,1
0.3306,11.7311,6.3882,0.0393,37.3769,4.1597,0.2016,11.4071,4.7949,57.6593,49.9843,5.5305,0,0,1,1
0.0247,14.8394,7.4047,0.0771,37.6539,9.0079,0.3036,2.6925,4.6015,35.4527,24.1212,4.3638,0,0,1,1
0.1333,3.2099,5.6231,0.2827,27.6178,7.8963,0.1449,2.7133,1.9261,62.2036,24.5294,40.3195,0,0,1,0
0.2453,13.7117,2.9796,0.3325,21.866,1.5783,0.1437,10.3308,0.7219,70.7155,24.5182,12.2152,1,1,1,1
0.0589,4.7586,1.5338,0.1596,29.4085,7.4051,0.1418,9.8795,5.9386,40.7643,11.3527,7.9249,0,0,0,1
0.2686,7.837,9.5148,0.3156,38.6475,0.8767,0.1745,3.8283,1.8219,66.8291,12.1867,43.3642,1,1,1,1
0.0358,13.4657,4.8595,0.0522,14.2466,3.3808,0.041,5.0553,7.8582,95.3398,42.2557,38.0384,0,0,0,0
0.2516,9.0641,5.5613,0.1921,8.1948,1.2561,0.127,13.6183,7.8164,91.1297,6.0327,35.8096,1,1,0,0
0.2542,1.3425,2.7472,0.2252,13.5166,8.2802,0.1394,9.4072,1.2307,40.4573,7.094,1.8641,1,0,1,1
0.1627,11.8324,6.7037,0.3375,26.261,2.8621,0.3331,4.9599,6.2318,62.1962,43.575,37.769,1,1,1,1
0.0464,7.8291,5.2347,0.0758,20.5976,4.6073,0.0376,10.0502,4.0216,102.1647,31.2536,12.2266,0,0,1,1
0.1108,2.006,3.7337,0.1542,27.9503,5.6027,0.3348,6.8474,5.5853,76.5567,9.0475,29.3096,1,0,0,1
0.2166,9.562,7.2079,0.134,21.7053,7.6316,0.1985,11.4916,1.2202,66.49,43.4297,36.7912,1,0,1,0
0.2933,9.6534,4.9801,0.077,35.8645,7.5798,0.3212,6.1629,4.5487,53.2737,27.416,10.7681,0,0,1,1
0.2814,8.6183,9.9543,0.2494,34.9059,1.0525,0.1898,3.3514,5.6747,106.8029,36.5381,22.8019,0,0,1,1
0.3137,2.2391,5.6889,0.061,34.5652,8.7808,0.0826,12.67,6.5286,119.5927,25.2645,30.641,1,0,0,1
0.0423,1.9065,7.0196,0.2885,7.1878,3.6879,0.1567,6.6382,4.0319,109.8837,33.0699,11.9955,0,0,1,0
0.0312,11.409,9.8266,0.0685,26.6196,9.5892,0.3034,9.6205,4.3698,115.4394,32.9946,36.7924,0,0,1,1
0.2597,14.6017,4.8519,0.0892,18.276,4.6496,0.0852,6.7612,4.4728,41.9455,5.7904,12.6996,0,0,0,1
0.1353,13.0485,5.013,0.12,39.9072,7.5617,0.1302,2.4495,2.9237,57.7345,29.4449,15.5558,0,0,1,1
0.2033,9.5937,6.6613,0.2267,19.9215,7.9991,0.0465,3.3686,6.0975,108.8377,9.6769,11.0442,0,0,0,1
0.1218,4.0025,1.0532,0.1103,17.5141,1.9383,0.2618,14.6957,0.7048,101.7936,28.4299,14.1562,1,0,1,1
0.0804,13.9614,9.2599,0.225,30.31,0.8838,0.1706,10.4253,2.0647,108.1113,18.5309,25.4348,0,1,1,1
0.2649,1.4269,8.3491,0.0548,26.9253,6.6792,0.2778,6.0249,1.1031,106.1777,7.2258,12.4781,0,0,1,1
0.2862,3.1817,2.8013,0.2238,22.8298,4.6806,0.3201,14.7893,7.9428,34.6133,13.2544,23.4423,1,1,0,1
0.2294,10.1973,5.8081,0.1835,31.8952,3.9216,0.3238,13.3494,6.9281,53.9617,49.0077,36.4549,1,1,1,1
0.2219,6.8798,0.8538,0.2358,17.3935,8.1991,0.1478,13.3476,2.6418,52.694,6.4491,25.1034,1,0,0,0
0.3395,6.2775,8.952,0.2501,9.4818,2.66,0.0369,10.1608,1.2065,83.708,31.943,17.2865,1,1,0,0
0.1096,9.3114,6.5054,0.0228,19.9546,9.7589,0.2606,4.8075,7.1216,38.2083,36.6786,12.9872,0,0,1,1
0.1426,3.5194,0.503,0.0865,37.1681,7.0453,0.3002,13.456,7.5458,64.7212,8.014,32.4816,1,0,0,1
0.2893,1.7957,1.4432,0.3261,35.1153,6.6135,0.292,10.6843,1.5926,38.218,9.3222,7.798,1,0,1,1
0.2136,12.2476,7.465,0.2224,34.4478,9.1225,0.3309,3.0337,0.8868,52.3867,39.2255,37.6656,0,0,1,1
0.1062,12.1258,8.3077,0.3355,19.9008,6.2092,0.1747,10.8991,4.3324,60.4014,29.6339,20.2527,0,0,1,1
0.1764,8.0061,5.5149,0.2458,33.1098,4.2244,0.3351,10.255,6.5502,67.0396,40.4366,31.9239,1,1,1,1
0.2557,4.6666,2.5491,0.048,32.0843,4.8526,0.2604,9.9603,1.5197,39.2098,28.7891,41.0247,1,0,1,0
0.1422,11.5528,3.823,0.0785,11.4833,2.6585,0.199,8.7373,6.9619,108.7421,48.9651,28.8175,1,0,1,0
0.2329,1.3421,0.4109,0.0799,13.4923,3.3702,0.2685,2.8906,5.02,58.1713,39.5803,1.3788,1,0,1,1
0.2461,12.7921,4.654,0.0729,10.0151,1.83,0.0509,4.4192,1.9931,90.1818,36.5639,26.4008,0,0,1,0
0.1287,6.0875,7.768,0.3361,13.0483,3.6448,0.0613,11.9717,7.3161,32.5089,48.0816,17.3743,1,1,0,1
0.3346,6.7572,5.9636,0.0524,16.1848,2.236,0.032,9.969,1.6851,99.3454,23.7216,15.6002,1,0,1,1
0.1213,13.2664,7.0984,0.2884,35.8418,1.145,0.2757,12.7357,6.7515,45.2498,32.5763,20.548,0,1,1,1
0.2322,6.8152,7.8344,0.1425,30.2667,0.5931,0.3121,6.3377,6.0545,39.8694,3.1979,12.0253,0,0,0,1
0.3298,13.8677,2.1216,0.0665,9.3293,9.2091,0.0803,10.8475,6.9706,43.6615,38.4562,43.3146,1,0,0,0
0.0789,7.4511,4.2786,0.2709,17.5939,1.2665,0.1265,4.8564,5.4117,80.6418,21.8517,15.715,0,1,0,1
0.2219,7.2549,3.3437,0.2061,24.8072,3.6307,0.1498,14.3523,0.7002,37.2862,10.1295,18.3565,1,0,1,1
0.3175,10.8416,2.7484,0.1143,22.7123,3.3817,0.2435,8.6649,6.7581,52.2932,39.6817,12.6879,1,0,1,1
0.2964,5.6963,3.1235,0.1876,11.8675,9.8249,0.1103,10.8994,5.6898,69.4847,13.1763,23.0274,1,0,0,0
0.1749,4.2438,4.4623,0.2762,13.0729,8.501,0.0261,4.5072,2.7854,59.7698,27.2696,1.9506,0,0,1,1
0.1412,7.0093,1.5139,0.0436,17.183,5.4712,0.3321,11.5372,7.5956,77.7558,46.3977,1.0729,1,0,1,1
0.171,6.6067,1.3326,0.1312,5.0027,8.544,0.2214,4.9071,7.5955,48.6027,33.4891,34.3058,1,0,1,0
0.1856,2.5707,7.282,0.2753,5.3425,7.0878,0.1128,3.6506,6.957,92.9286,45.4604,5.9051,0,0,1,1
0.1767,2.0099,6.6361,0.1725,21.3471,3.6186,0.3302,9.4168,7.393,54.8293,37.0136,16.1492,0,0,1,1
0.1248,9.3298,5.1514,0.1825,11.8977,0.7935,0.117,2.3443,5.9159,91.9119,30.7497,11.6725,0,1,1,1
0.3441,6.985,8.4617,0.1659,8.9496,8.1149,0.1589,2.9545,1.3953,118.6591,2.9116,22.4636,0,0,1,0
0.3009,13.9945,8.8625,0.2851,9.6918,9.6495,0.2775,5.8789,1.7006,71.8516,34.5675,26.8461,0,0,1,0
0.1813,14.8964,4.2905,0.3292,38.5021,7.0541,0.2281,6.7499,3.6694,50.5367,15.2934,40.335,1,0,1,1
0.1626,1.9161,2.2289,0.2995,5.8739,6.8374,0.0774,14.0204,2.4096,105.2877,15.6335,39.9879,1,1,0,0
0.0274,3.5272,1.7006,0.1876,22.634,1.1969,0.0634,5.9734,1.4988,92.3682,14.9368,41.2502,0,1,0,0
0.1055,12.0847,1.6453,0.0487,23.3715,7.8617,0.2053,3.1544,4.2825,106.8911,37.5992,2.5846,0,0,1,1
0.1919,4.7481,7.3011,0.0814,21.7794,7.9107,0.1711,3.7006,5.1682,57.1226,6.8884,24.2676,0,0,0,1
0.1732,7.2666,2.0199,0.0252,25.6956,2.545,0.181,14.3218,3.2915,82.6997,38.0131,27.5398,1,0,1,1
0.3401,13.1228,6.5169,0.1725,28.7398,4.9377,0.3314,11.6054,6.6138,33.6645,38.0726,23.089,1,1,1,1
0.1452,8.7302,3.6858,0.3195,20.1595,7.6673,0.2948,4.9485,2.4909,75.7635,33.5675,33.7931,1,0,1,0
0.1774,4.9524,6.1951,0.0448,34.8959,7.9942,0.2352,13.8947,7.6025,65.926,16.1488,9.7193,0,0,0,1
0.2371,13.3387,5.4668,0.0234,16.9844,7.8834,0.1998,2.9975,3.219,35.3104,46.9737,43.4048,1,0,1,0
0.0646,14.9631,7.9258,0.1327,6.7923,4.3244,0.3376,3.292,7.3753,57.2282,31.4096,28.1109,0,0,1,0
0.2541,4.6146,6.7912,0.0799,35.6571,3.8577,0.1326,9.3328,7.2261,75.9397,20.8343,26.0936,1,0,0,1
0.2481,4.6933,1.9405,0.2834,18.5121,5.9125,0.1797,6.9729,7.2712,57.5157,48.9112,13.2561,1,0,1,1
0.1621,7.255,3.4974,0.1537,35.75,2.66,0.0568,13.7739,2.3945,96.932,6.7171,36.6069,1,1,0,1
0.1633,8.2699,2.9453,0.153,15.4344,7.8697,0.0417,11.4488,0.5327,116.9027,34.9705,19.4153,1,0,1,1
0.0511,1.7875,4.6587,0.0452,25.1916,0.4141,0.1161,13.4924,4.1495,53.6751,33.6559,36.1805,0,1,1,0
0.1866,10.5666,1.5557,0.2893,27.0298,8.0092,0.2854,14.4542,6.9455,85.4605,19.0024,10.5422,1,0,1,1
0.1515,7.8027,3.7072,0.1841,11.2703,3.4867,0.2675,5.509,4.5011,98.1094,9.579,37.3964,1,1,0,0
0.0828,7.3955,6.631,0.2451,16.8859,8.8696,0.0818,13.2679,7.9336,76.6519,45.0985,21.153,0,0,1,1
0.1112,10.4833,2.2628,0.0291,39.7954,8.9458,0.1499,10.1751,5.0127,111.0714,2.2514,15.8259,0,0,0,1
0.2025,8.8938,3.059,0.2433,39.6436,5.3603,0.0733,14.976,5.5135,109.1257,33.824,34.4748,1,1,0,1
0.09,7.6846,4.1422,0.3472,38.3085,6.1599,0.0219,11.2606,4.4668,101.6715,37.3188,10.2168,0,0,1,1
0.1599,6.4868,0.4183,0.2695,24.2976,1.5571,0.3268,8.2719,4.4365,45.8472,35.9217,7.8069,1,0,1,1
0.1054,1.4875,1.0438,0.2233,19.7047,9.3132,0.0637,2.5338,4.9187,96.805,29.3158,4.0116,1,0,1,1
0.3205,11.8386,6.0807,0.0217,15.8487,1.1566,0.0534,5.0326,7.1016,70.9894,4.7228,3.4834,0,0,0,1
0.1197,14.807,6.7449,0.1563,31.0637,2.2325,0.1373,13.0993,1.9999,53.6531,38.3228,14.8412,0,0,1,1
0.0449,1.6985,9.6945,0.1009,38.4792,4.9079,0.1505,5.9131,7.0351,102.3485,26.2853,32.7362,0,0,1,1
0.3196,5.7449,9.0375,0.3303,38.2263,2.1388,0.2143,11.9721,3.6105,77.264,35.3679,20.5983,1,1,1,1
0.0861,7.4752,2.3388,0.1234,24.2165,9.4306,0.119,6.1892,3.6562,90.011,47.3254,37.4753,1,0,1,0
0.2016,5.5759,3.6755,0.0511,22.2299,5.2348,0.3192,9.8866,2.9726,38.1994,32.2504,27.678,1,0,1,1
0.1252,3.9588,4.7562,0.3122,9.5792,5.9008,0.0537,9.2835,6.2991,62.8282,32.9302,32.5108,1,1,0,0
0.2508,12.4785,5.6531,0.2141,38.6645,3.2752,0.2643,14.0084,3.6494,105.8106,49.5193,37.9184,1,1,1,1
0.0489,12.0266,2.1386,0.2368,10.5501,4.599,0.276,5.5769,7.7782,79.2827,18.674,29.6493,1,1,0,0
0.1509,11.0518,9.9744,0.0644,36.1999,5.6886,0.0346,14.1038,2.2909,103.783,28.0938,4.8625,0,0,1,1
0.3026,5.903,5.8616,0.3349,21.6031,2.3251,0.3025,5.2334,6.8837,63.6323,22.582,44.94,1,1,0,0
0.0592,8.9933,2.2199,0.2077,18.6258,7.0527,0.2717,11.8361,5.1669,80.7837,8.1454,13.5977,0,0,0,1
0.1055,8.7467,7.3003,0.1972,11.8509,7.5122,0.0887,11.6369,0.841,107.5097,27.3535,18.1134,0,0,1,1
0.1438,1.523,3.0571,0.2075,26.9248,4.4886,0.1933,8.5271,3.1696,66.3327,7.8574,21.6986,1,0,0,1
0.1825,8.4314,1.6728,0.2541,5.2588,1.5929,0.1742,9.3221,4.3402,34.0292,29.6051,23.4302,1,1,1,0
0.2158,9.3292,4.5251,0.0548,5.8911,4.274,0.1603,2.5229,5.689,102.1879,17.9917,41.7087,1,0,0,0
0.0613,5.2737,4.8664,0.041,29.4669,1.5956,0.1318,3.8181,3.3394,37.5392,7.5589,25.1268,0,0,0,1
0.1219,12.0178,5.0794,0.1458,12.312,2.503,0.0242,11.073,3.7984,72.4347,25.6949,37.8895,1,1,0,0
0.343,1.2111,2.4747,0.1311,26.4876,3.0426,0.1323,4.0813,5.8467,67.3258,13.7548,41.3891,1,1,0,0
0.317,5.4858,7.8757,0.3269,11.4785,9.6797,0.043,5.5657,3.5452,82.4825,7.1948,17.1096,0,0,1,0
0.1007,14.5792,5.4684,0.135,33.7124,6.353,0.3002,12.4584,0.9115,80.2205,46.0361,10.9626,0,0,1,1
0.1488,8.7074,2.9168,0.0462,16.3017,4.1671,0.0566,9.869,5.9096,103.5069,21.7095,39.2032,1,0,0,0
0.1915,9.3494,5.6553,0.1718,16.2597,1.9569,0.0235,13.2334,4.5507,52.9313,11.6138,44.0906,1,1,0,0
0.1296,5.3628,2.7261,0.2606,31.5524,9.4676,0.1321,8.7973,2.2989,97.5663,47.3343,13.9906,0,0,1,1
0.1876,10.6202,6.3062,0.1191,16.9256,8.1198,0.3171,13.1368,3.1612,73.5253,15.5832,19.8018,0,0,1,1
0.151,11.2559,7.7179,0.1831,12.7455,4.2014,0.3108,14.5795,2.4302,113.466,12.3178,33.0058,0,1,1,0
0.2465,11.9555,4.0206,0.0466,8.3819,6.9487,0.1392,4.7434,3.1247,89.3066,12.7991,14.1884,0,0,1,1
0.2369,10.9186,3.2675,0.3292,29.9666,6.0178,0.3079,11.3712,3.014,52.9259,7.9091,12.2051,1,0,1,1
0.0742,10.3885,7.0851,0.2225,33.9827,3.6723,0.2382,13.2005,5.1982,62.3125,26.3747,6.6918,0,0,1,1
0.052,5.0799,1.2463,0.1545,7.6517,4.6064,0.3201,10.009,3.4086,53.651,11.1223,42.0827,0,0,1,0
0.2489,10.6141,0.6699,0.2531,20.2239,5.7694,0.3485,6.3141,3.2483,32.1659,4.6129,9.3002,1,0,0,1
0.2673,9.5982,9.8223,0.2387,35.4712,2.7348,0.3066,5.2482,6.0172,66.0948,38.4716,24.2912,0,0,1,1
0.1931,2.9047,8.54,0.1619,15.8648,1.2552,0.1108,7.9533,6.2772,48.724,37.0372,44.0983,0,1,1,0
0.1678,3.4816,7.5513,0.2499,25.8523,6.0981,0.2961,12.1157,4.1248,111.2679,2.7296,11.9071,0,0,0,1
0.1769,5.521,2.2998,0.0421,26.2758,0.7421,0.346,5.5708,5.428,38.5031,8.7921,17.7991,1,0,0,1
0.3497,7.3713,2.1421,0.2437,25.9319,5.4854,0.2113,6.6072,3.5646,58.9633,43.738,34.6313,1,1,1,0
0.346,3.6992,8.1351,0.0452,32.1283,4.8635,0.0935,2.661,3.4028,99.0561,27.8506,43.6067,1,0,1,0
0.0729,14.009,1.8752,0.057,25.9797,3.9266,0.1875,12.1645,2.9577,95.5929,19.467,41.8185,1,0,1,0
0.1187,8.2984,2.3071,0.1676,19.8742,1.196,0.2711,10.0394,2.6286,58.6686,17.4758,32.9063,1,1,1,0
0.2888,13.9151,1.0967,0.1637,39.5836,2.0311,0.1469,11.126,3.0604,92.7278,47.9967,23.515,1,0,1,1
0.1999,9.1279,5.2895,0.3412,30.2339,8.8357,0.1915,8.9479,6.3289,60.3054,27.9987,43.6952,1,1,0,0
0.2837,11.4371,8.3086,0.1153,23.2502,8.546,0.329,6.6619,7.9644,31.2468,19.3672,35.2828,1,0,0,0
0.0398,8.0881,2.0544,0.136,34.0829,5.5306,0.1065,14.0338,5.8259,119.9907,48.8908,17.9192,0,0,1,1
0.3082,3.1766,5.9792,0.2436,5.9225,8.9158,0.08,12.8383,5.1906,64.7371,34.3987,29.9427,1,1,0,0
0.0352,8.3794,5.8233,0.0833,25.0584,5.4089,0.1645,14.7223,7.7952,74.8233,24.3579,25.0179,0,0,0,1
0.2561,5.2814,1.0316,0.0681,22.8151,6.7992,0.2256,9.8753,4.6146,101.2077,16.9497,11.0399,1,0,1,1
0.0722,3.1568,3.509,0.0495,34.0455,5.2604,0.3291,14.6767,5.4803,66.995,19.3826,3.9385,0,0,1,1
0.279,7.624,2.3178,0.2936,17.2983,4.1397,0.2781,3.5919,5.2497,102.937,29.2178,22.6308,1,1,1,1
0.1939,4.6385,7.2528,0.0499,28.5588,2.4295,0.1489,6.0441,0.7988,53.9558,16.1772,32.6677,0,0,1,1
0.1845,8.0876,5.8124,0.2129,25.767,0.8568,0.0859,7.3715,7.3484,75.3152,4.6807,9.7519,0,0,0,1
0.2197,11.8559,2.3372,0.27,9.6737,1.7891,0.1436,6.6389,2.1534,48.9362,31.5924,15.3403,1,1,1,1
0.101,10.3585,1.2987,0.1838,14.7319,4.75,0.3045,14.5684,1.494,37.7946,22.5183,24.9078,1,1,1,1
0.345,4.0051,6.9188,0.178,18.1125,9.0483,0.0916,4.154,6.7441,111.4163,6.3379,28.5619,1,0,0,0
0.1818,8.779,1.7012,0.0636,37.1203,1.0973,0.0681,13.1725,4.4235,40.9271,40.4441,14.6662,1,1,0,1
0.0247,3.8558,1.9971,0.3143,21.9544,5.9607,0.2258,7.1251,2.5402,83.0142,21.6747,4.4555,0,0,1,1
0.0763,11.0231,3.0337,0.3175,7.3227,8.1486,0.2696,6.0548,7.3851,108.8513,35.7242,14.9444,0,0,1,1
0.0283,4.4452,3.5865,0.0209,26.556,6.1316,0.2339,9.7611,7.3764,38.0229,33.3686,40.2653,0,0,1,0
0.0898,13.2985,7.6543,0.1265,35.6173,9.8341,0.0728,3.5133,4.8375,84.1643,41.0338,38.8918,0,0,1,1
0.0327,12.1148,5.8675,0.1323,36.279,3.6648,0.276,7.5231,7.9299,57.6163,13.8978,24.5003,0,0,0,1
0.0851,13.3983,0.7949,0.3407,20.5846,7.2073,0.1071,2.7595,2.3146,99.1031,38.8535,15.3332,0,0,1,1
0.137,8.101,3.3304,0.2582,25.6949,3.5443,0.1595,11.515,2.4319,53.2447,2.9013,32.8407,1,1,0,1
0.2636,9.4634,6.9135,0.0681,31.6241,0.5651,0.1247,9.545,6.3649,94.9241,28.7301,27.381,1,1,0,1
0.251,9.406,7.2885,0.0581,25.7923,7.7292,0.1973,7.3204,2.9657,62.3482,7.8151,13.7724,0,0,1,1
0.2939,10.3682,9.7764,0.2654,19.5482,2.7817,0.0387,4.0675,4.2527,95.657,5.1878,42.0718,1,1,0,0
0.2168,14.6664,8.6871,0.1425,17.0799,1.0302,0.2801,3.2142,5.9848,93.8762,49.2882,32.5729,0,1,1,0
0.0929,9.2685,0.6122,0.1773,39.6722,1.526,0.0575,13.722,4.9655,47.8242,5.7793,23.8022,1,0,0,1
0.2649,8.2078,9.214,0.1127,10.4036,5.3847,0.1436,9.3027,6.1914,95.8859,48.1542,31.4616,0,0,1,0
0.2635,9.1984,2.8761,0.0228,7.7891,8.9694,0.2533,4.2002,3.1205,115.5725,8.6646,3.4164,0,0,1,1
0.2149,2.5982,4.7116,0.2197,25.4842,9.8595,0.2564,8.493,1.6232,68.0999,36.4523,11.9238,0,0,1,1
0.0279,1.761,9.8047,0.246,25.384,0.3476,0.2189,6.1045,6.7133,53.3636,38.3933,15.5252,0,1,1,1
0.0446,12.8518,8.0926,0.2567,5.849,3.7953,0.1555,5.133,3.104,100.0277,15.1598,2.156,0,0,1,1
0.03,7.4108,5.5565,0.2488,20.5188,5.8489,0.0296,5.8273,3.8216,37.888,2.8699,35.5494,0,0,0,0
0.1927,6.0213,3.2153,0.0421,39.0885,4.3575,0.1686,3.3315,7.1189,59.7952,22.1764,36.9729,1,0,0,1
0.2906,5.7897,7.587,0.1367,10.5348,0.7388,0.2601,3.7562,2.2179,96.1974,14.7265,5.7824,0,0,1,1
0.121,5.2055,3.523,0.3034,16.4006,6.4021,0.1496,10.6545,0.9007,81.1957,5.0563,41.5773,1,1,0,0
0.0332,9.4072,1.3281,0.2319,15.7177,7.0476,0.1871,8.2258,3.8572,66.0733,27.1725,22.9029,0,0,1,1
0.071,14.086,0.5428,0.272,34.3784,4.1437,0.2856,5.7311,2.3181,45.9858,40.5355,1.127,0,0,1,1
0.2469,13.3609,5.2348,0.072,30.8,3.0326,0.1752,5.0136,2.7484,108.5106,3.9091,13.8361,0,0,0,1
0.2144,4.8693,9.5752,0.0735,9.6241,4.9318,0.0241,14.523,3.4382,61.9131,5.1191,14.18,0,0,0,1
0.3083,1.0688,1.3975,0.1246,27.5658,2.2377,0.2884,8.6939,2.1783,101.498,47.0962,21.1317,1,0,1,1
0.2745,10.905,8.9105,0.2794,29.2991,1.7424,0.1809,3.8076,3.5558,71.7995,38.1446,29.7588,1,1,1,1
0.0806,8.5404,6.3415,0.0907,8.0125,5.9266,0.3019,2.8231,4.2774,63.1779,23.2481,24.9596,0,0,1,0
0.2821,8.0121,8.9909,0.305,31.2542,0.4522,0.2447,2.4173,3.1293,30.0962,36.436,17.4967,0,0,1,1
